Date,ABBN_BEstEBITDA,ABBN_BEstEPS,ABBN_BEstPERatio,ABBN_BidPrice,ABBN_CurrentMarketCap,ABBN_Dividend12MonthYldGross,ABBN_HighPrice,ABBN_LastPrice,ABBN_LowPrice,ABBN_Volume,ALC_BEstEBITDA,ALC_BEstEPS,ALC_BEstPERatio,ALC_BidPrice,ALC_CurrentMarketCap,ALC_Dividend12MonthYldGross,ALC_HighPrice,ALC_LastPrice,ALC_LowPrice,ALC_Volume,AMRZ_BEstEBITDA,AMRZ_BEstEPS,AMRZ_BEstPERatio,AMRZ_BidPrice,AMRZ_CurrentMarketCap,AMRZ_HighPrice,AMRZ_LastPrice,AMRZ_LowPrice,AMRZ_Volume,CFR_BEstEBITDA,CFR_BEstEPS,CFR_BidPrice,CFR_CurrentMarketCap,CFR_Dividend12MonthYldGross,CFR_HighPrice,CFR_LastPrice,CFR_LowPrice,CFR_Volume,GEBN_BEstEBITDA,GEBN_BEstEPS,GEBN_BEstPERatio,GEBN_BidPrice,GEBN_CurrentMarketCap,GEBN_Dividend12MonthYldGross,GEBN_HighPrice,GEBN_LastPrice,GEBN_LowPrice,GEBN_Volume,GIVN_BEstEBITDA,GIVN_BidPrice,GIVN_CurrentMarketCap,GIVN_Dividend12MonthYldGross,GIVN_HighPrice,GIVN_LastPrice,GIVN_LowPrice,GIVN_Volume,HOLN_BEstEBITDA,HOLN_BidPrice,HOLN_CurrentMarketCap,HOLN_Dividend12MonthYldGross,HOLN_HighPrice,HOLN_LastPrice,HOLN_LowPrice,HOLN_Volume,KNIN_BEstEBITDA,KNIN_BEstEPS,KNIN_BEstPERatio,KNIN_BidPrice,KNIN_CurrentMarketCap,KNIN_Dividend12MonthYldGross,KNIN_HighPrice,KNIN_LastPrice,KNIN_LowPrice,KNIN_Volume,LOGN_BEstEBITDA,LOGN_BEstEPS,LOGN_BEstPERatio,LOGN_BidPrice,LOGN_CurrentMarketCap,LOGN_Dividend12MonthYldGross,LOGN_HighPrice,LOGN_LastPrice,LOGN_LowPrice,LOGN_Volume,LONN_BEstEBITDA,LONN_BEstEPS,LONN_BEstPERatio,LONN_BidPrice,LONN_CurrentMarketCap,LONN_Dividend12MonthYldGross,LONN_HighPrice,LONN_LastPrice,LONN_LowPrice,LONN_Volume,NESN_BidPrice,NESN_CurrentMarketCap,NESN_Dividend12MonthYldGross,NESN_HighPrice,NESN_LastPrice,NESN_LowPrice,NESN_Volume,NOVN_BEstEBITDA,NOVN_BEstEPS,NOVN_BEstPERatio,NOVN_BidPrice,NOVN_CurrentMarketCap,NOVN_Dividend12MonthYldGross,NOVN_HighPrice,NOVN_LastPrice,NOVN_LowPrice,NOVN_Volume,PGHN_BEstEBITDA,PGHN_BEstEPS,PGHN_BEstPERatio,PGHN_BidPrice,PGHN_CurrentMarketCap,PGHN_Dividend12MonthYldGross,PGHN_HighPrice,PGHN_LastPrice,PGHN_LowPrice,PGHN_Volume,ROG_BidPrice,ROG_CurrentMarketCap,ROG_Dividend12MonthYldGross,ROG_HighPrice,ROG_LastPrice,ROG_LowPrice,ROG_Volume,SCMN_BEstEBITDA,SCMN_BEstEPS,SCMN_BEstPERatio,SCMN_BidPrice,SCMN_CurrentMarketCap,SCMN_Dividend12MonthYldGross,SCMN_HighPrice,SCMN_LastPrice,SCMN_LowPrice,SCMN_Volume,SIKA_BEstEBITDA,SIKA_BidPrice,SIKA_CurrentMarketCap,SIKA_Dividend12MonthYldGross,SIKA_HighPrice,SIKA_LastPrice,SIKA_LowPrice,SIKA_Volume,SLHN_BidPrice,SLHN_CurrentMarketCap,SLHN_Dividend12MonthYldGross,SLHN_HighPrice,SLHN_LastPrice,SLHN_LowPrice,SLHN_Volume,SREN_BEstEPS,SREN_BEstPERatio,SREN_BidPrice,SREN_CurrentMarketCap,SREN_Dividend12MonthYldGross,SREN_HighPrice,SREN_LastPrice,SREN_LowPrice,SREN_Volume,UBSG_BEstEBITDA,UBSG_BEstEPS,UBSG_BEstPERatio,UBSG_BidPrice,UBSG_CurrentMarketCap,UBSG_Dividend12MonthYldGross,UBSG_HighPrice,UBSG_LastPrice,UBSG_LowPrice,UBSG_Volume,ZURN_BEstEPS,ZURN_BEstPERatio,ZURN_BidPrice,ZURN_CurrentMarketCap,ZURN_Dividend12MonthYldGross,ZURN_HighPrice,ZURN_LastPrice,ZURN_LowPrice,ZURN_Volume,CPURNSA,DXY,ECCPEMUY,EURCHF,EURR002W,FDTR,GDBR10,GSWISS10,GSWISS20,MOVE,SZCPIYOY,USDCHF,USGG10YR,VIX,VSMIXUSEquity,XAU,XBTUSD
2015-12-11,,,,17.0341,40901.5117,0.9974,17.4102,17.0437,16.928,8779054.0,,,,,,,,,,,,,,,,,,,,,,70.55,40509.81,2.2679,72.65,70.55,69.6,2431926.0,,,,332.6,12575.5369,2.4947,336.1,332.7,331.0,120472.0,,1763.0,16278.8127,2.8361,1786.0,1763.0,1746.0,26659.0,,26.061,30230.1402,4.7507,26.265,26.061,25.721,2321282.0,,,,132.8,15936.0,5.2711,135.3,132.8,132.7,195239.0,,,,14.55,2527.3566,3.5062,14.9,14.6,14.5,642789.0,,,,139.5,7969.773,1.66,142.19,139.5,139.22,256494.0,72.5,231158.9929,3.0345,73.7,72.5,72.4,5356859.0,,,,70.099,223662.7585,3.709,71.148,70.099,70.015,6813090.0,,,,342.0,9138.0753,2.4836,350.5,342.25,339.75,62130.0,266.7,229853.4676,2.9996,271.4,266.7,266.7,1482038.0,,,,476.2,24668.0861,4.6199,484.5,476.2,474.9,146221.0,,57.28,8667.7838,2.0942,57.98,57.3,56.87,748800.0,258.8,8312.2013,2.5087,264.2,259.1,258.0,133973.0,,,95.4,35383.9774,7.5956,96.75,95.45,95.05,1488197.0,,,,18.21,70099.1549,4.1186,18.72,18.21,18.15,11293698.0,,,250.0,37600.8263,6.8,255.6,250.0,248.2,653353.0,237.336,97.565,0.1,1.08095,0.05,0.25,0.54,-0.205,0.364,74.9966,-1.4,0.9826,2.127,24.39,16.67,1074.77,450.55
2015-12-14,,,,16.8894,40531.1528,1.0065,17.2463,16.8894,16.8797,7069809.0,,,,,,,,,,,,,,,,,,,,,,69.5,39906.9,2.3022,71.55,69.5,69.45,1817729.0,,,,331.4,12526.3989,2.5045,335.4,331.4,330.2,139453.0,,1776.0,16398.8493,2.8153,1796.0,1776.0,1761.0,31072.0,,25.69,29811.3729,4.8174,26.239,25.7,25.669,2037909.0,,,,132.5,15900.0,5.283,134.1,132.5,132.5,146270.0,,,,14.45,2501.3906,3.5426,14.75,14.45,14.35,625558.0,,,,139.5,7975.065,1.6589,141.54,139.59,138.57,195925.0,71.55,228130.013,3.0748,73.2,71.55,71.55,5971902.0,,,,68.967,220048.818,3.7699,70.603,68.967,68.967,6571322.0,,,,347.25,9271.5753,2.4478,352.5,347.25,343.0,78143.0,262.5,226652.9606,3.0465,270.1,262.6,262.3,1741501.0,,,,471.2,24409.0764,4.6689,481.4,471.2,471.1,122986.0,,57.38,8680.691,2.0906,57.73,57.4,57.17,410700.0,255.5,8199.9176,2.543,262.1,255.6,254.3,168686.0,,,94.55,35050.3411,7.6679,96.35,94.55,94.45,1531238.0,,,,17.89,68867.3191,4.1923,18.35,17.89,17.87,11498105.0,,,245.8,36984.1727,6.9134,251.7,245.9,245.5,675857.0,237.336,97.604,0.1,1.08313,0.05,0.25,0.574,-0.176,0.385,78.2478,-1.4,0.9853,2.2217,22.73,16.56,1059.86,440.51
2015-12-15,,,,17.2077,41295.018,0.9879,17.2848,17.2077,16.928,7052487.0,,,,,,,,,,,,,,,,,,,,,,70.95,40739.49,2.2551,71.2,70.95,69.95,2053449.0,,,,335.3,12677.5926,2.4747,335.4,335.4,332.2,146491.0,,1821.0,16823.5943,2.7442,1822.0,1822.0,1789.0,23531.0,,26.051,30218.002,4.7526,26.187,26.051,25.601,1790631.0,,,,135.6,16284.0,5.1584,135.7,135.7,133.2,136606.0,,,,14.65,2536.0119,3.4942,14.7,14.65,14.55,430292.0,,,,144.69,8271.4178,1.5995,144.87,144.78,140.24,183448.0,73.1,233072.0329,3.0096,73.3,73.1,71.8,5807588.0,,,,70.77,225938.2024,3.6717,70.98,70.812,69.386,7480461.0,,,,359.0,9591.9753,2.366,359.25,359.25,348.25,65065.0,268.3,231857.5679,2.9817,269.2,268.3,264.2,1485247.0,,,,487.0,25253.4481,4.5128,487.5,487.5,473.9,190855.0,,58.18,8783.9486,2.0619,58.62,58.2,57.53,362280.0,261.8,8402.0282,2.4819,262.2,261.9,256.0,131799.0,,,97.25,36069.7852,7.4512,97.75,97.3,94.8,1586274.0,,,,18.55,71407.9804,4.0431,18.57,18.55,18.0,10900526.0,,,250.2,37645.9473,6.7918,250.5,250.3,246.1,563268.0,237.336,98.217,0.1,1.08366,0.05,0.25,0.641,-0.121,0.441,79.5704,-1.4,0.9914,2.2658,20.95,16.76,1061.22,462.96
2015-12-16,,,,17.0051,40808.922,0.9997,17.2559,17.0051,16.9858,8270002.0,,,,,,,,,,,,,,,,,,,,,,72.05,41371.11,2.2207,72.15,72.05,70.35,1726813.0,,,,336.4,12719.1709,2.4666,337.7,336.5,334.2,143480.0,,1805.0,16675.8569,2.7685,1831.0,1806.0,1799.0,22361.0,,26.109,30296.9002,4.7402,26.292,26.119,25.685,1865847.0,,,,135.2,16260.0,5.1661,136.3,135.5,134.9,95306.0,,,,14.6,2536.0119,3.4942,14.7,14.65,14.55,504279.0,,,,145.52,8313.7539,1.5913,146.35,145.52,144.69,200107.0,73.15,233390.8729,3.0055,73.6,73.2,72.85,4537981.0,,,,70.896,226205.9017,3.6673,71.819,70.896,70.812,6634506.0,,,,356.75,9551.9253,2.376,361.5,357.75,355.5,47712.0,269.7,232471.4119,2.9652,272.3,269.8,268.9,1404929.0,,,,488.5,25305.25,4.5036,491.4,488.5,483.4,135775.0,,58.18,8799.007,2.0577,58.53,58.32,57.77,321300.0,262.2,8418.0687,2.4771,264.1,262.4,259.0,126560.0,,,97.0,35977.1085,7.4704,97.8,97.05,96.65,1595540.0,,,,18.63,71754.4343,4.0236,18.71,18.64,18.33,7477875.0,,,249.2,37510.5843,6.8164,251.2,249.4,247.9,605727.0,237.336,97.871,0.1,1.08055,0.05,0.5,0.678,-0.124,0.418,70.2137,-1.4,0.9901,2.296,17.86,16.98,1072.32,457.44
2015-12-17,,,,17.1305,41132.986,0.9918,17.4585,17.1402,17.0823,5964181.0,,,,,,,,,,,,,,,,,,,,,,71.95,41313.69,2.2238,73.95,71.95,71.5,1913606.0,,,,336.2,12707.8314,2.4688,340.4,336.2,336.2,155619.0,,1808.0,16694.3241,2.7655,1839.0,1808.0,1806.0,29409.0,,25.941,30090.5511,4.7727,26.684,25.941,25.91,2038362.0,,,,135.6,16272.0,5.1622,137.1,135.6,135.4,113039.0,,,,14.95,2587.9439,3.4241,15.05,14.95,14.8,971424.0,,,,147.47,8424.8862,1.5704,149.5,147.47,147.28,239633.0,73.55,234506.8128,2.9912,74.75,73.55,73.35,6151960.0,,,,71.484,228079.7968,3.6372,72.826,71.484,71.232,7063645.0,,,,361.75,9658.7253,2.3497,365.25,361.75,359.25,55162.0,270.0,233242.1807,2.9619,275.2,270.1,269.1,1566951.0,,,,494.5,25631.6023,4.4462,497.5,494.8,493.0,120726.0,,58.8,8863.543,2.0402,59.4,58.82,58.45,412020.0,267.2,8575.2659,2.4317,269.8,267.3,265.3,199479.0,,,98.5,36514.6336,7.3604,99.0,98.5,97.8,1796840.0,,,,19.13,73640.6828,3.9205,19.38,19.13,18.98,13453117.0,,,250.9,37751.2296,6.7729,255.0,251.0,250.2,627859.0,237.336,99.27,0.1,1.07835,0.05,0.5,0.599,-0.141,0.392,67.6684,-1.4,0.9962,2.2234,18.94,16.66,1051.1,454.68
2015-12-18,,,,16.8604,40461.7105,1.0083,17.063,16.8604,16.8604,16416167.0,,,,,,,,,,,,,,,,,,,,,,70.85,40710.78,2.2567,71.75,70.9,70.3,2519832.0,,,,332.9,12586.8764,2.4925,335.8,333.0,332.4,232457.0,,1763.0,16278.8127,2.8361,1800.0,1763.0,1761.0,54425.0,,25.413,29477.5729,4.872,25.899,25.413,25.146,3944570.0,,,,134.7,16176.0,5.1929,135.5,134.8,134.1,262347.0,,,,14.65,2544.6672,3.4823,14.9,14.7,14.45,1467761.0,,,,145.33,8308.4619,1.5924,147.56,145.43,143.57,348222.0,73.05,232912.6129,3.0116,73.65,73.05,72.9,11932884.0,,,,71.106,226875.15,3.6565,71.651,71.106,70.77,12219227.0,,,,357.5,9545.2503,2.3776,362.25,357.5,356.5,65668.0,268.9,232559.1055,2.9751,272.1,268.9,268.4,2820851.0,,,,492.2,25496.9172,4.4697,493.4,492.2,488.3,205923.0,,59.0,8887.2061,2.0339,59.23,59.0,58.0,530100.0,265.6,8523.9362,2.4464,269.1,265.7,264.8,201945.0,,,97.6,36180.9973,7.4283,98.6,97.6,97.45,2152015.0,,,,19.22,74025.6315,3.9002,19.35,19.23,19.08,18916371.0,,,251.7,37856.5119,6.7541,253.4,251.7,249.2,1129526.0,237.336,98.703,0.1,1.07834,0.05,0.5,0.548,-0.152,0.386,67.8121,-1.4,0.9922,2.204,20.7,16.31,1066.25,461.66
2015-12-21,,,,16.7833,40276.5311,1.0129,17.0726,16.7833,16.7833,4923630.0,,,,,,,,,,,,,,,,,,,,,,70.25,40337.55,2.2776,71.8,70.25,70.25,897150.0,,,,328.8,12428.123,2.5243,333.6,328.8,328.8,140566.0,,1760.0,16251.1119,2.8409,1795.0,1760.0,1760.0,18486.0,,25.25,29289.4311,4.9033,25.805,25.25,25.25,1391604.0,,,,133.7,16044.0,5.2356,135.0,133.7,133.3,104713.0,,,,14.7,2553.3225,3.4705,14.8,14.75,14.5,593903.0,,,,144.32,8244.9577,1.6046,146.54,144.32,144.32,127450.0,72.3,230521.3129,3.0429,73.6,72.3,72.3,4300517.0,,,,70.477,224867.4053,3.6892,71.861,70.477,70.477,4162119.0,,,,357.0,9531.9003,2.381,362.75,357.0,357.0,41739.0,268.1,231557.0553,2.984,271.9,268.1,268.0,1236628.0,,,,485.9,25175.7451,4.5267,494.0,486.0,486.0,107548.0,,59.03,8893.6597,2.0322,59.42,59.05,58.67,423660.0,264.3,8479.0228,2.4593,267.5,264.3,263.1,125551.0,,,98.15,36403.4215,7.3829,99.15,98.2,97.1,1641296.0,,,,18.97,73024.7649,3.9536,19.32,18.97,18.97,8297091.0,,,250.1,37630.9069,6.7946,253.2,250.2,250.2,456584.0,237.336,98.363,0.1,1.08316,0.05,0.5,0.551,-0.133,0.407,66.3699,-1.4,0.9924,2.1917,18.7,16.41,1078.4,434.63
2015-12-22,,,,16.8026,40322.8259,1.0118,16.8894,16.8026,16.6579,4053688.0,,,,,,,,,,,,,,,,,,,,,,70.7,40624.65,2.2615,71.3,70.75,70.15,1074963.0,,,,328.4,12413.0036,2.5274,331.6,328.4,327.8,109650.0,,1767.0,16315.747,2.8297,1780.0,1767.0,1750.0,13111.0,,25.413,29483.642,4.871,25.585,25.418,25.203,1286464.0,,,,134.1,16092.0,5.22,134.7,134.1,133.1,87598.0,,,,14.7,2553.3225,3.4705,14.8,14.75,14.6,320803.0,,,,144.32,8244.9577,1.6046,145.43,144.32,143.39,120311.0,71.4,227811.173,3.0791,72.8,71.45,71.35,4764335.0,,,,69.889,222993.5102,3.7202,71.106,69.889,69.889,3884818.0,,,,357.75,9551.9253,2.376,362.75,357.75,356.75,52264.0,267.2,231004.7489,2.994,270.4,267.2,267.2,938237.0,,,,486.1,25180.9253,4.5258,490.4,486.1,484.5,105047.0,,59.6,8966.8005,2.0129,59.83,59.62,59.17,309360.0,262.3,8418.0687,2.4771,266.3,262.4,261.9,144222.0,,,97.5,36162.462,7.4321,98.9,97.55,97.4,1329581.0,,,,18.98,73063.2598,3.9515,19.24,18.98,18.86,6512487.0,,,250.2,37645.9473,6.7918,251.7,250.3,248.4,462227.0,237.336,98.235,0.1,1.08178,0.05,0.5,0.602,-0.104,0.43,66.8957,-1.4,0.9871,2.2357,16.6,16.72,1072.43,436.86
2015-12-23,,,,17.2077,41295.018,0.9879,17.2656,17.2077,16.9665,4842877.0,,,,,,,,,,,,,,,,,,,,,,71.95,41313.69,2.2238,72.35,71.95,71.45,1019061.0,,,,334.5,12643.574,2.4813,335.3,334.5,328.7,84955.0,,1803.0,16657.3897,2.7716,1809.0,1804.0,1783.0,17212.0,,26.37,30588.2165,4.6951,26.527,26.37,25.669,1880043.0,,,,135.5,16260.0,5.1661,135.9,135.5,134.7,77654.0,,,,14.85,2570.6332,3.4471,14.95,14.85,14.65,338267.0,,,,147.47,8430.1782,1.5694,147.74,147.56,145.15,94522.0,73.35,233869.1328,2.9993,73.8,73.35,72.2,4548090.0,,,,71.358,227678.2478,3.6436,71.651,71.358,70.477,3280509.0,,,,358.0,9558.6003,2.3743,360.5,358.0,356.0,25250.0,272.4,235248.3311,2.9358,273.1,272.5,269.2,972130.0,,,,497.2,25761.1071,4.4239,497.8,497.3,489.4,80703.0,,60.05,9022.7317,1.9983,60.3,60.05,59.55,201780.0,265.3,8511.1038,2.4501,266.0,265.3,262.9,84304.0,,,98.4,36496.0982,7.3641,98.75,98.45,97.5,1253752.0,,,,19.31,74333.5904,3.884,19.35,19.31,19.02,5926410.0,,,255.7,38458.1251,6.6484,256.1,255.7,251.5,457723.0,237.336,98.341,0.1,1.0809,0.05,0.5,0.629,-0.079,0.463,66.0201,-1.4,0.9907,2.2534,15.57,17.03,1070.5,444.79
2015-12-28,,,,17.2752,41457.0501,0.9841,17.4681,17.2752,17.227,3253105.0,,,,,,,,,,,,,,,,,,,,,,71.85,41284.98,2.2253,72.4,71.9,71.45,559253.0,,,,336.3,12711.6112,2.468,337.7,336.3,334.1,43107.0,,1813.0,16758.9592,2.7548,1822.0,1815.0,1793.0,8694.0,,26.067,30242.2783,4.7488,26.475,26.072,25.988,1038151.0,,,,137.6,16512.0,5.0872,138.0,137.6,135.7,46270.0,,,,14.95,2596.5992,3.4127,15.05,15.0,14.95,217315.0,,,,148.76,8498.9744,1.5567,149.41,148.76,147.19,70788.0,73.55,234666.2328,2.9891,73.9,73.6,72.9,2736100.0,,,,71.987,229685.9925,3.6118,72.49,71.987,71.484,3179190.0,,,,361.75,9665.4003,2.3481,363.5,362.0,358.0,22277.0,274.0,236612.4314,2.9186,274.8,274.1,271.7,641756.0,,,,500.0,25900.9724,4.4,503.5,500.0,495.6,63070.0,,60.07,9024.8829,1.9978,60.28,60.07,59.8,96420.0,265.8,8530.3524,2.4445,266.5,265.9,263.4,56252.0,,,98.4,36496.0982,7.3641,98.65,98.45,97.45,652296.0,,,,19.41,74718.5391,3.864,19.52,19.41,19.28,4624292.0,,,254.9,38352.8428,6.6667,255.9,255.0,253.0,300456.0,237.336,97.919,0.1,1.08414,0.05,0.5,0.564,-0.113,0.419,67.2103,-1.4,0.9882,2.2304,16.91,16.87,1069.08,419.21
2015-12-29,,,,17.4681,41919.9987,0.9732,17.5163,17.4681,17.3331,3703113.0,,,,,,,,,,,,,,,,,,,,,,72.8,41801.76,2.1978,72.9,72.8,72.0,872161.0,,,,339.9,12847.6855,2.4419,341.4,339.9,337.7,84409.0,,1838.0,16980.5652,2.7189,1840.0,1839.0,1823.0,13344.0,,26.239,30436.4892,4.7185,26.344,26.239,25.936,1147990.0,,,,138.4,16620.0,5.0542,138.8,138.5,137.7,75768.0,,,,15.3,2657.1865,3.3349,15.35,15.35,14.95,749488.0,,,,150.71,8615.3987,1.5356,150.99,150.8,149.04,96795.0,75.1,239608.2527,2.9275,75.25,75.15,73.9,3806241.0,,,,73.371,234236.8805,3.5416,73.455,73.413,72.071,4132263.0,,,,366.0,9772.2003,2.3224,367.0,366.0,362.5,23491.0,278.3,240223.7072,2.8725,278.5,278.5,275.5,968586.0,,,,507.0,26289.487,4.335,508.0,507.5,502.0,96739.0,,60.43,9074.3605,1.9851,60.58,60.45,60.1,296460.0,272.5,8754.9198,2.3818,272.9,272.9,265.6,127232.0,,,99.65,36959.4819,7.2718,99.75,99.7,98.4,1122699.0,,,,19.71,75911.88,3.8032,19.72,19.72,19.49,5838556.0,,,259.7,39074.7787,6.5435,259.8,259.8,255.4,438339.0,237.336,98.101,0.1,1.0846,0.05,0.5,0.629,-0.067,0.45,67.2477,-1.4,0.9932,2.305,16.08,17.02,1069.11,428.95
2015-12-30,,,,17.3234,41572.7872,0.9813,17.5356,17.3234,17.3138,4748639.0,,,,,,,,,,,,,,,,,,,,,,72.05,41399.82,2.2191,73.3,72.1,71.7,937383.0,,,,340.2,12859.0251,2.4397,343.1,340.2,340.0,88618.0,,1822.0,16832.8278,2.7427,1845.0,1823.0,1822.0,13121.0,,26.292,30527.5256,4.7044,26.422,26.318,26.213,876883.0,,,,137.7,16536.0,5.0798,139.2,137.8,137.7,103346.0,,,,15.4,2665.8418,3.324,15.65,15.4,15.35,507358.0,,,,150.99,8631.2747,1.5328,152.19,151.08,150.61,154795.0,74.55,237695.2127,2.951,75.5,74.55,74.55,3422676.0,,,,72.826,232362.9854,3.5702,73.833,72.826,72.826,3502738.0,,,,361.25,9645.3753,2.3529,367.25,361.25,361.25,54185.0,276.4,238468.3256,2.8944,279.6,276.4,276.4,837001.0,,,,503.0,26056.3782,4.3738,509.0,503.0,501.5,79204.0,,60.33,9059.3021,1.989,60.6,60.33,60.0,240600.0,271.2,8703.5901,2.3959,273.8,271.3,270.2,118604.0,,,98.1,36384.8861,7.3867,99.7,98.15,98.15,892155.0,,,,19.52,75141.9827,3.8422,19.77,19.52,19.52,5221503.0,,,258.3,38864.214,6.5789,260.4,258.4,258.0,353446.0,237.336,98.266,0.1,1.08107,0.05,0.5,0.629,-0.062,0.471,67.3456,-1.4,0.9888,2.2943,17.29,16.89,1061.44,427.13
2016-01-04,,,,16.8122,40369.1208,1.0106,17.0726,16.8219,16.7254,6985103.0,,,,,,,,,,,,,,,,,,,,,,69.8,40107.87,2.2906,70.55,69.85,69.1,2000479.0,,,,333.3,12601.9958,2.4895,338.2,333.4,330.8,113299.0,,1768.0,16324.9806,2.8281,1797.0,1768.0,1766.0,19919.0,,25.407,29477.5729,4.872,26.124,25.413,25.198,2073192.0,,,,134.6,16152.0,5.2006,137.5,134.6,134.2,134960.0,,,,14.8,2561.9779,3.4588,15.3,14.8,14.75,775947.0,,,,148.11,8467.2223,1.5625,149.69,148.21,147.19,260651.0,73.5,234506.8128,2.9912,73.95,73.55,72.9,6138760.0,,,,71.735,229016.7443,3.6223,72.239,71.777,71.316,6352723.0,,,,355.25,9491.8503,2.391,359.75,355.5,354.5,40828.0,273.1,234900.125,2.9283,274.0,273.2,270.6,1458892.0,,,,495.4,25662.6834,4.4409,497.3,495.4,489.0,176289.0,,59.08,8902.2645,2.0299,60.17,59.12,58.48,226980.0,266.6,8552.8092,2.4381,268.8,266.6,263.4,116989.0,,,95.75,35495.1895,7.5718,97.35,95.75,95.35,1800491.0,,,,19.05,73371.2187,3.9349,19.24,19.06,18.83,9349122.0,,,250.0,37630.9069,6.7946,255.2,250.2,248.2,857548.0,236.525,98.869,0.3,1.08544,0.05,0.5,0.566,-0.047,0.407,68.8377,-1.3,1.0021,2.2428,20.7,16.43,1074.61,434.94
2016-01-05,,,,16.7061,40114.499,1.017,16.8701,16.7158,16.6,6606659.0,,,,,,,,,,,,,,,,,,,,,,69.3,39792.06,2.3088,69.9,69.3,68.4,1771191.0,,,,336.6,12726.7306,2.4651,342.5,336.7,333.3,112101.0,,1773.0,16389.6157,2.8169,1795.0,1775.0,1764.0,16477.0,,25.198,29228.7402,4.9134,25.664,25.198,25.052,1929244.0,,,,136.2,16356.0,5.1357,136.7,136.3,134.6,89038.0,,,,15.05,2605.2545,3.4013,15.1,15.05,14.9,611426.0,,,,149.41,8536.0185,1.5499,150.34,149.41,147.19,170993.0,73.75,235303.9128,2.981,74.25,73.8,72.95,4700712.0,,,,72.49,231426.0379,3.5846,72.742,72.532,71.232,6163466.0,,,,356.25,9511.8753,2.386,358.25,356.25,354.5,31404.0,275.3,237095.5067,2.9059,277.3,275.3,271.9,970865.0,,,,496.1,25704.125,4.4337,502.5,496.2,493.1,108461.0,,60.13,9033.4877,1.9956,60.13,60.13,58.77,355200.0,266.7,8559.2254,2.4363,269.3,266.8,263.9,82065.0,,,96.65,35847.3611,7.4974,96.85,96.7,94.9,1478994.0,,,,19.2,73953.3411,3.9042,19.32,19.21,18.92,5783245.0,,,250.5,37676.4445,6.7864,252.6,250.5,247.2,509085.0,236.525,99.404,0.3,1.08422,0.05,0.5,0.54,-0.073,0.378,71.4222,-1.3,1.0087,2.2357,19.34,16.28,1077.68,432.6
2016-01-06,,,,16.5421,39720.9927,1.0271,16.7254,16.5518,16.4746,6166590.0,,,,,,,,,,,,,,,,,,,,,,68.0,39045.6,2.3529,69.05,68.0,66.9,2112613.0,,,,330.0,12477.2609,2.5144,337.4,330.1,327.6,112296.0,,1767.0,16324.9806,2.8281,1775.0,1768.0,1745.0,23736.0,,24.889,28876.733,4.9733,25.266,24.895,24.644,1782491.0,,,,133.4,16008.0,5.2474,137.3,133.4,133.2,157466.0,,,,14.95,2587.9439,3.4241,15.05,14.95,14.75,730666.0,,,,148.48,8488.3903,1.5586,149.78,148.58,147.09,211337.0,73.0,232912.6129,3.0116,74.05,73.05,72.5,4754272.0,,,,72.071,229953.6918,3.6076,72.91,72.071,71.4,4644221.0,,,,351.5,9391.7253,2.4165,356.5,351.75,351.25,28954.0,271.9,234217.0498,2.9412,276.5,272.0,270.7,1135798.0,,,,496.7,25735.2061,4.4283,498.7,496.8,492.8,102442.0,,59.3,8932.3813,2.0219,60.27,59.35,58.92,280020.0,266.1,8539.9768,2.4418,269.3,266.2,264.4,114125.0,,,96.35,35717.6136,7.5246,97.4,96.35,96.1,1449424.0,,,,19.03,73260.3894,3.9411,19.28,19.03,18.84,6345262.0,,,249.6,37571.1611,6.8054,251.9,249.8,248.1,557683.0,236.525,99.181,0.3,1.08596,0.05,0.5,0.503,-0.085,0.355,71.6843,-1.3,1.0075,2.1702,20.59,15.86,1093.67,430.8
2016-01-07,,,,16.2238,38957.1275,1.0472,16.301,16.2335,15.9538,9058052.0,,,,,,,,,,,,,,,,,,,,,,67.0,38471.4,2.3881,67.1,67.0,64.7,3060700.0,,,,323.7,12239.1309,2.5633,325.5,323.8,318.0,165901.0,,1748.0,16140.3089,2.8604,1750.0,1748.0,1707.0,34056.0,,24.419,28324.4457,5.0703,24.481,24.419,23.916,2820211.0,,,,129.9,15588.0,5.3888,132.0,129.9,128.5,235516.0,,,,14.4,2492.7352,3.5549,14.7,14.4,14.35,929517.0,,,,145.43,8308.4619,1.5924,146.45,145.43,142.83,230982.0,71.35,227492.333,3.0834,71.95,71.35,70.65,6565889.0,,,,70.687,225536.6535,3.6782,71.19,70.687,69.973,5830898.0,,,,344.25,9191.4753,2.4691,349.75,344.25,339.5,55227.0,269.9,232331.9244,2.963,271.0,270.0,265.6,1784427.0,,,,493.0,25548.7191,4.4607,493.8,493.2,480.0,154275.0,,58.95,8882.9037,2.035,59.03,58.97,57.45,523020.0,261.5,8395.612,2.4838,262.7,261.7,256.1,215938.0,,,93.9,34827.917,7.7169,95.4,93.95,92.75,2108166.0,,,,18.48,71143.0371,4.0584,18.53,18.48,18.02,13022495.0,,,245.5,36924.4197,6.9246,247.2,245.5,240.2,854644.0,236.525,98.219,0.3,1.08579,0.05,0.5,0.539,-0.055,0.385,74.2112,-1.3,0.9933,2.1455,24.99,15.23,1108.97,455.36
